,S.N,NAMES,SPECIES,HEIGHT,DIAMETER,CROWN.DIAMETER,WOOD.DENSITY,COUNT,PLOT
2645,2645,Yew,Taxus baccata,27.1,46.1,7.9,0.64,1,P8
2646,2646,Hemlock,Tsuga canadensis,25.5,40,10,0.45,1,P8
2647,2647,Cherry,Prunus avium,23.8,45.5,5.6,0.72,1,P8
2648,2648,Redwood,Sequoia sempervirens,27.9,60,7.5,0.48,1,P8
2649,2649,Larch,Larix decidua,21.5,51.4,5.8,0.59,1,P8
2651,2651,Willow,Salix alba,28.8,48.6,3.3,0.47,1,P8
2652,2652,Cedar,Cedrus libani,26.4,68.5,7.6,0.56,1,P8
2654,2654,Oak,Quercus robur,34.5,68.8,9.1,0.7,1,P8
2655,2655,Magnolia,Magnolia grandiflora,22.6,47.2,5.1,0.6,1,P8
2656,2656,Redwood,Sequoia sempervirens,21,56,4.2,0.48,1,P8
2657,2657,Redwood,Sequoia sempervirens,20.8,44.2,5.5,0.48,1,P8
2658,2658,Willow,Salix alba,22.6,42.3,4.6,0.47,1,P8
2660,2660,Walnut,Juglans regia,21.7,40.7,3.9,0.61,1,P8
2661,2661,Ash,Fraxinus excelsior,20.5,58.2,7.3,0.67,1,P9
2663,2663,Cedar,Cedrus libani,28.3,61.5,9.1,0.56,1,P9
2664,2664,Redwood,Sequoia sempervirens,22.4,50.5,6.3,0.48,1,P9
2665,2665,Magnolia,Magnolia grandiflora,39.1,66,11.1,0.6,1,P9
2666,2666,Pine,Pinus sylvestris,23.8,45.6,5,0.45,1,P9
2667,2667,Willow,Salix alba,27.4,43.7,4.5,0.47,1,P9
2669,2669,Maple,Acer saccharum,20.7,40.7,3.3,0.71,1,P9
2670,2670,Pine,Pinus sylvestris,35.1,79.5,12.4,0.45,1,P9
2672,2672,Maple,Acer saccharum,31,45.9,12.6,0.71,1,P9
2673,2673,Larch,Larix decidua,32.7,41.2,10.3,0.59,1,P9
2674,2674,Redwood,Sequoia sempervirens,27.2,60.1,8.6,0.48,1,P9
2675,2675,Larch,Larix decidua,23.1,59.9,7.6,0.59,1,P9
2676,2676,Birch,Betula pendula,32.4,64.2,6.4,0.67,1,P9
2678,2678,Poplar,Populus tremula,21.8,60.9,3,0.42,1,P9
2679,2679,Ash,Fraxinus excelsior,26.6,41.2,9.3,0.67,1,P9
2681,2681,Maple,Acer saccharum,26,58.6,4.5,0.71,1,P9
2682,2682,Cedar,Cedrus libani,21,69.4,6.7,0.56,1,P9
2683,2683,Hemlock,Tsuga canadensis,28.7,50.8,3,0.45,1,P9
2684,2684,Locust,Robinia pseudoacacia,33.5,67.5,5.5,0.69,1,P9
2685,2685,Cherry,Prunus avium,27,59.5,7.3,0.72,1,P9
2687,2687,Cypress,Cupressus sempervirens,24.3,58.2,3.6,0.47,1,P9
2688,2688,Hemlock,Tsuga canadensis,32.3,62.3,11.2,0.45,1,P9
2690,2690,Magnolia,Magnolia grandiflora,20.6,46.4,4.5,0.6,1,P9
2691,2691,Cedar,Cedrus libani,34.9,72,8.7,0.56,1,P9
2692,2692,Spruce,Picea abies,32.2,78.4,9.9,0.43,1,P9
2693,2693,Ash,Fraxinus excelsior,30,52.1,3.4,0.67,1,P9
2694,2694,Beech,Fagus sylvatica,25.8,52.9,6.5,0.67,1,P9
2696,2696,Willow,Salix alba,26.3,45.1,10.9,0.47,1,P9
2697,2697,Walnut,Juglans regia,38.9,84.2,17.9,0.61,1,P9
2699,2699,Magnolia,Magnolia grandiflora,22.2,53.9,4,0.6,1,P9
2700,2700,Cypress,Cupressus sempervirens,31.6,48.8,5.1,0.47,1,P9
2701,2701,Cedar,Cedrus libani,42.1,63.9,13.6,0.56,1,P9
2702,2702,Pine,Pinus sylvestris,22.8,70.7,6.3,0.45,1,P9
2703,2703,Birch,Betula pendula,31.4,61.3,14.8,0.67,1,P9
2705,2705,Beech,Fagus sylvatica,25.7,67.8,5.6,0.67,1,P9
2706,2706,Maple,Acer saccharum,22.2,55.6,5.1,0.71,1,P9
2708,2708,Cedar,Cedrus libani,25.3,43.5,8.2,0.56,1,P9
2709,2709,Locust,Robinia pseudoacacia,28,63.8,7.2,0.69,1,P9
2710,2710,Redwood,Sequoia sempervirens,21.4,72.6,3.3,0.48,1,P9
2711,2711,Locust,Robinia pseudoacacia,22.6,57.5,6.6,0.69,1,P9
2712,2712,Larch,Larix decidua,34.4,70.5,8.8,0.59,1,P9
2714,2714,Magnolia,Magnolia grandiflora,23.9,44.8,4.9,0.6,1,P9
2715,2715,Walnut,Juglans regia,21.1,42.4,6.1,0.61,1,P9
2717,2717,Larch,Larix decidua,33.5,59.3,9.2,0.59,1,P9
2718,2718,Yew,Taxus baccata,21.2,58.9,3.6,0.64,1,P9
2719,2719,Locust,Robinia pseudoacacia,35.9,65.3,9,0.69,1,P9
2720,2720,Oak,Quercus robur,22.1,62.2,5.4,0.7,1,P9
2721,2721,Willow,Salix alba,36.9,64.4,7,0.47,1,P9
2723,2723,Larch,Larix decidua,23.5,71,10.1,0.59,1,P9
2724,2724,Magnolia,Magnolia grandiflora,21.9,61.7,3.8,0.6,1,P9
2726,2726,Magnolia,Magnolia grandiflora,24.6,71,6.1,0.6,1,P9
2727,2727,Locust,Robinia pseudoacacia,23.9,49.1,6.2,0.69,1,P9
2728,2728,Redwood,Sequoia sempervirens,21.4,49.1,3.3,0.48,1,P9
2729,2729,Hemlock,Tsuga canadensis,31.2,52.1,3.6,0.45,1,P9
2730,2730,Magnolia,Magnolia grandiflora,27.9,48.7,8.6,0.6,1,P9
2732,2732,Cypress,Cupressus sempervirens,31,42.5,10.5,0.47,1,P9
2733,2733,Locust,Robinia pseudoacacia,27,66.4,3.8,0.69,1,P9
2735,2735,Larch,Larix decidua,22.5,60.5,6.9,0.59,1,P9
2736,2736,Larch,Larix decidua,31.1,47.5,4.6,0.59,1,P9
2737,2737,Cypress,Cupressus sempervirens,34.1,75,9.3,0.47,1,P9
2738,2738,Hemlock,Tsuga canadensis,32.1,61.6,3.2,0.45,1,P9
2739,2739,Hemlock,Tsuga canadensis,28.5,43.8,3.6,0.45,1,P9
2741,2741,Hemlock,Tsuga canadensis,28,40.9,5.2,0.45,1,P9
2742,2742,Beech,Fagus sylvatica,24.3,48.9,3.6,0.67,1,P9
2744,2744,Cypress,Cupressus sempervirens,32.4,52.8,10.5,0.47,1,P9
2745,2745,Hemlock,Tsuga canadensis,44.4,86.8,11.2,0.45,1,P9
2746,2746,Cherry,Prunus avium,34.4,42.5,4.7,0.72,1,P9
2747,2747,Locust,Robinia pseudoacacia,21.1,51.1,7,0.69,1,P9
2748,2748,Cedar,Cedrus libani,35,48.1,11.1,0.56,1,P9
2750,2750,Cedar,Cedrus libani,23.6,54.9,8.1,0.56,1,P9
2751,2751,Ash,Fraxinus excelsior,29.2,67.4,7,0.67,1,P9
2753,2753,Yew,Taxus baccata,28.1,41.1,10.7,0.64,1,P9
2754,2754,Willow,Salix alba,38.9,72.6,11.1,0.47,1,P9
2755,2755,Cedar,Cedrus libani,26.9,60.4,6.2,0.56,1,P9
2756,2756,Beech,Fagus sylvatica,25.1,48.8,4,0.67,1,P9
2757,2757,Cedar,Cedrus libani,29.2,65.4,5.1,0.56,1,P9
2759,2759,Locust,Robinia pseudoacacia,30.9,51.2,4.6,0.69,1,P9
2760,2760,Willow,Salix alba,36,91.6,14.3,0.47,1,P9
2762,2762,Spruce,Picea abies,24.1,42.2,3.6,0.43,1,P9
2763,2763,Birch,Betula pendula,29,62,8.3,0.67,1,P9
2764,2764,Cedar,Cedrus libani,21.9,61,5.4,0.56,1,P9
2765,2765,Poplar,Populus tremula,35.4,64.1,4.8,0.42,1,P9
2766,2766,Maple,Acer saccharum,26.4,52.5,7.8,0.71,1,P9
2768,2768,Maple,Acer saccharum,28.9,56.6,5.6,0.71,1,P9
2769,2769,Maple,Acer saccharum,23.8,50.1,4.3,0.71,1,P9
2771,2771,Poplar,Populus tremula,26.7,57.6,5.5,0.42,1,P9
2772,2772,Poplar,Populus tremula,43.5,79,11.1,0.42,1,P9
2773,2773,Beech,Fagus sylvatica,27.5,51,4.5,0.67,1,P9
2774,2774,Willow,Salix alba,32.4,42.8,4.9,0.47,1,P9
2775,2775,Ash,Fraxinus excelsior,20.3,48.3,6.4,0.67,1,P9
2777,2777,Larch,Larix decidua,29.9,67.8,6.2,0.59,1,P9
2778,2778,Maple,Acer saccharum,24.1,49.7,6,0.71,1,P9
2780,2780,Beech,Fagus sylvatica,26,41.3,7.3,0.67,1,P9
2781,2781,Willow,Salix alba,20.6,45.6,4.4,0.47,1,P9
2782,2782,Cypress,Cupressus sempervirens,23.9,45.3,6.2,0.47,1,P9
2783,2783,Maple,Acer saccharum,30.1,57.8,6.8,0.71,1,P9
2784,2784,Fir,Abies alba,20.4,45.9,5.5,0.42,1,P9
2786,2786,Walnut,Juglans regia,43,77.6,16.2,0.61,1,P9
2787,2787,Birch,Betula pendula,26.2,42.4,6.4,0.67,1,P9
2789,2789,Cedar,Cedrus libani,27.1,65.6,5.9,0.56,1,P9
2790,2790,Spruce,Picea abies,25.5,44.4,3.9,0.43,1,P9
2791,2791,Walnut,Juglans regia,28.8,63.7,4,0.61,1,P9
2792,2792,Magnolia,Magnolia grandiflora,25.2,52.5,4.1,0.6,1,P9
2793,2793,Pine,Pinus sylvestris,21.6,42.8,3.7,0.45,1,P9
2795,2795,Cedar,Cedrus libani,20.8,42.2,7.8,0.56,1,P9
2796,2796,Spruce,Picea abies,25.6,54.8,4.9,0.43,1,P9
2798,2798,Cypress,Cupressus sempervirens,22.2,46.5,5.1,0.47,1,P9
2799,2799,Cedar,Cedrus libani,22.5,51.4,4.8,0.56,1,P9
2800,2800,Poplar,Populus tremula,24.1,43.1,4.5,0.42,1,P9
2801,2801,Maple,Acer saccharum,27.1,47.6,5.6,0.71,1,P9
2802,2802,Hemlock,Tsuga canadensis,29.6,62.1,7.9,0.45,1,P9
2804,2804,Pine,Pinus sylvestris,32.2,83.5,12.2,0.45,1,P9
2805,2805,Fir,Abies alba,20.8,41.7,8.5,0.42,1,P9
2807,2807,Cedar,Cedrus libani,24.1,43,5.5,0.56,1,P9
2808,2808,Pine,Pinus sylvestris,28.2,51.2,6.9,0.45,1,P9
2809,2809,Maple,Acer saccharum,26.1,48.1,5.3,0.71,1,P9
2810,2810,Maple,Acer saccharum,23.7,51.2,4.8,0.71,1,P9
2811,2811,Poplar,Populus tremula,24.8,42.7,3.5,0.42,1,P9
2813,2813,Hemlock,Tsuga canadensis,23.4,43.3,8.8,0.45,1,P9
2814,2814,Cedar,Cedrus libani,21.9,41,3.7,0.56,1,P9
2816,2816,Cherry,Prunus avium,32.9,42.7,11.3,0.72,1,P9
2817,2817,Cypress,Cupressus sempervirens,24.6,41.4,3.2,0.47,1,P9
2818,2818,Locust,Robinia pseudoacacia,24.3,48.3,4.4,0.69,1,P9
2819,2819,Walnut,Juglans regia,33.9,53.6,7.4,0.61,1,P9
2820,2820,Oak,Quercus robur,32.2,40.9,10.8,0.7,1,P9
2822,2822,Yew,Taxus baccata,32.6,57.6,11.4,0.64,1,P9
2823,2823,Ash,Fraxinus excelsior,25.8,47.1,6.5,0.67,1,P9
2825,2825,Birch,Betula pendula,30.4,57.3,7.7,0.67,1,P9
2826,2826,Beech,Fagus sylvatica,44.3,84.5,14.8,0.67,1,P9
2827,2827,Poplar,Populus tremula,27.7,62.3,3.2,0.42,1,P9
2828,2828,Locust,Robinia pseudoacacia,23.1,40.5,5.8,0.69,1,P9
2829,2829,Cherry,Prunus avium,26,45.2,3.5,0.72,1,P9
2831,2831,Willow,Salix alba,41.9,73.3,15.8,0.47,1,P9
2832,2832,Magnolia,Magnolia grandiflora,25,50.8,4.9,0.6,1,P9
2834,2834,Magnolia,Magnolia grandiflora,21.3,41.6,7.3,0.6,1,P9
2835,2835,Oak,Quercus robur,26.2,48.4,5.7,0.7,1,P9
2836,2836,Cedar,Cedrus libani,27.9,51.6,6.2,0.56,1,P9
2837,2837,Yew,Taxus baccata,32.5,83.5,11.2,0.64,1,P9
2838,2838,Spruce,Picea abies,20.9,40.7,6,0.43,1,P9
2840,2840,Cypress,Cupressus sempervirens,27,56.3,6.8,0.47,1,P9
2841,2841,Fir,Abies alba,35.1,63.1,7.1,0.42,1,P9
2843,2843,Beech,Fagus sylvatica,20.9,40.4,6.5,0.67,1,P9
2844,2844,Pine,Pinus sylvestris,25.9,52.4,4.9,0.45,1,P9
2845,2845,Fir,Abies alba,22.1,49.8,9.3,0.42,1,P9
2846,2846,Cherry,Prunus avium,24.8,58,6.3,0.72,1,P9
2847,2847,Cherry,Prunus avium,28,58.7,6,0.72,1,P9
2849,2849,Yew,Taxus baccata,26.2,51.7,5.9,0.64,1,P9
2850,2850,Oak,Quercus robur,31,77,6,0.7,1,P9
2852,2852,Walnut,Juglans regia,28.3,43.3,12.4,0.61,1,P9
2853,2853,Yew,Taxus baccata,20.6,52.5,5.4,0.64,1,P9
2854,2854,Cedar,Cedrus libani,27.4,54.9,5.9,0.56,1,P9
2855,2855,Magnolia,Magnolia grandiflora,41,71.8,15.3,0.6,1,P9
2856,2856,Poplar,Populus tremula,33.5,80.7,12.9,0.42,1,P9
2858,2858,Ash,Fraxinus excelsior,25.7,54,4.2,0.67,1,P9
2859,2859,Larch,Larix decidua,27.8,52.8,5.6,0.59,1,P9
2861,2861,Birch,Betula pendula,22.5,43.5,4.2,0.67,1,P9
2862,2862,Pine,Pinus sylvestris,23.3,51.4,3.7,0.45,1,P9
2863,2863,Spruce,Picea abies,26.5,70.7,3.9,0.43,1,P9
2864,2864,Fir,Abies alba,32.3,63.3,7.6,0.42,1,P9
2865,2865,Beech,Fagus sylvatica,22.5,40.4,5.4,0.67,1,P9
2867,2867,Cherry,Prunus avium,20.8,52.1,6.7,0.72,1,P9
2868,2868,Cedar,Cedrus libani,20.5,46.6,5.4,0.56,1,P9
2870,2870,Cherry,Prunus avium,29.8,62.3,7.8,0.72,1,P9
2871,2871,Hemlock,Tsuga canadensis,41.8,96.4,11.9,0.45,1,P9
2872,2872,Ash,Fraxinus excelsior,25,61.2,5.9,0.67,1,P9
2873,2873,Pine,Pinus sylvestris,20.5,43.1,6,0.45,1,P9
2874,2874,Spruce,Picea abies,44,75.3,10.5,0.43,1,P9
2876,2876,Locust,Robinia pseudoacacia,26.2,49.4,7.6,0.69,1,P9
2877,2877,Cedar,Cedrus libani,23.7,52.1,5.1,0.56,1,P9
2879,2879,Locust,Robinia pseudoacacia,20.8,50.5,7.3,0.69,1,P9
2880,2880,Ash,Fraxinus excelsior,43.6,85.8,5,0.67,1,P9
2881,2881,Larch,Larix decidua,30.9,44.9,11.1,0.59,1,P9
2882,2882,Maple,Acer saccharum,29.8,41.1,5.2,0.71,1,P9
2883,2883,Yew,Taxus baccata,24,41.6,10,0.64,1,P9
2885,2885,Willow,Salix alba,23.5,48.4,7.5,0.47,1,P9
2886,2886,Walnut,Juglans regia,25.7,51.1,4.9,0.61,1,P9
2888,2888,Beech,Fagus sylvatica,20,49.3,6.2,0.67,1,P9
2889,2889,Yew,Taxus baccata,31.4,65.9,12.1,0.64,1,P9
2890,2890,Cedar,Cedrus libani,27.7,53.5,5.7,0.56,1,P9
2891,2891,Redwood,Sequoia sempervirens,25.7,48.1,4.9,0.48,1,P9
2892,2892,Willow,Salix alba,28.4,56.8,4.3,0.47,1,P9
2894,2894,Magnolia,Magnolia grandiflora,29.2,56.7,6.9,0.6,1,P9
2895,2895,Fir,Abies alba,23.3,50.2,5,0.42,1,P9
2897,2897,Cedar,Cedrus libani,34,55.3,7.8,0.56,1,P9
2898,2898,Cherry,Prunus avium,23.7,47.4,5.8,0.72,1,P9
2899,2899,Beech,Fagus sylvatica,34.9,77.4,6.2,0.67,1,P9
2900,2900,Cedar,Cedrus libani,28.6,41.8,10.2,0.56,1,P9
2901,2901,Walnut,Juglans regia,36,69.2,9.7,0.61,1,P9
2903,2903,Poplar,Populus tremula,28.6,76.1,4.9,0.42,1,P9
2904,2904,Cypress,Cupressus sempervirens,25.6,43.5,3.5,0.47,1,P9
2906,2906,Cherry,Prunus avium,20.6,55.5,3.1,0.72,1,P9
2907,2907,Locust,Robinia pseudoacacia,41.9,69.3,6.5,0.69,1,P9
2908,2908,Willow,Salix alba,31.4,62,8.4,0.47,1,P9
2909,2909,Maple,Acer saccharum,31.7,64.7,4.8,0.71,1,P9
2910,2910,Magnolia,Magnolia grandiflora,30,57,13,0.6,1,P9
2912,2912,Cypress,Cupressus sempervirens,27.4,46.2,8.5,0.47,1,P9
2913,2913,Pine,Pinus sylvestris,26.6,41.7,6.3,0.45,1,P9
2915,2915,Spruce,Picea abies,38.5,47.5,19.8,0.43,1,P9
2916,2916,Birch,Betula pendula,27.5,44.6,9.5,0.67,1,P9
2917,2917,Poplar,Populus tremula,29.8,48.1,6,0.42,1,P9
2918,2918,Spruce,Picea abies,21.7,62.3,8.7,0.43,1,P9
2919,2919,Birch,Betula pendula,32.1,64,8.6,0.67,1,P9
2921,2921,Ash,Fraxinus excelsior,33.3,60.5,7.2,0.67,1,P9
2922,2922,Birch,Betula pendula,28.4,52.7,8.6,0.67,1,P9
2924,2924,Beech,Fagus sylvatica,30.2,50.9,5.2,0.67,1,P9
2925,2925,Spruce,Picea abies,29.3,51.1,7.5,0.43,1,P9
2926,2926,Yew,Taxus baccata,21.7,50.7,6.8,0.64,1,P9
2927,2927,Poplar,Populus tremula,29.8,62.9,4.5,0.42,1,P9
2928,2928,Larch,Larix decidua,30.2,47.2,5.3,0.59,1,P9
2930,2930,Cypress,Cupressus sempervirens,32,42.2,10.6,0.47,1,P9
2931,2931,Beech,Fagus sylvatica,26.3,51.3,7.7,0.67,1,P9
2933,2933,Ash,Fraxinus excelsior,27.2,72.3,8,0.67,1,P9
2934,2934,Magnolia,Magnolia grandiflora,21.3,45.4,7.1,0.6,1,P9
2935,2935,Redwood,Sequoia sempervirens,22.2,41.9,5.6,0.48,1,P9
2936,2936,Oak,Quercus robur,39.1,59.8,12.6,0.7,1,P9
2937,2937,Hemlock,Tsuga canadensis,30.6,43.8,3.6,0.45,1,P9
2939,2939,Cypress,Cupressus sempervirens,20.1,42,4.7,0.47,1,P9
2940,2940,Locust,Robinia pseudoacacia,23.7,58,3.2,0.69,1,P9
2942,2942,Walnut,Juglans regia,21.9,55.1,6.7,0.61,1,P9
2943,2943,Magnolia,Magnolia grandiflora,29.5,56.7,4.1,0.6,1,P9
2944,2944,Magnolia,Magnolia grandiflora,32.6,64.1,13.6,0.6,1,P9
2945,2945,Locust,Robinia pseudoacacia,22.3,52.2,6.3,0.69,1,P9
2946,2946,Hemlock,Tsuga canadensis,21.8,67,5.9,0.45,1,P9
2948,2948,Redwood,Sequoia sempervirens,23.5,61.3,3.8,0.48,1,P9
2949,2949,Ash,Fraxinus excelsior,33.8,64.1,8.5,0.67,1,P9
2951,2951,Magnolia,Magnolia grandiflora,23,42.5,5.4,0.6,1,P9
2952,2952,Cherry,Prunus avium,35,74.3,14.2,0.72,1,P9
2953,2953,Locust,Robinia pseudoacacia,20.8,58.2,5.4,0.69,1,P9
2954,2954,Fir,Abies alba,28.1,64.5,10.7,0.42,1,P9
2955,2955,Cypress,Cupressus sempervirens,22.1,62.3,4.8,0.47,1,P9
2957,2957,Pine,Pinus sylvestris,30.6,40.8,7,0.45,1,P9
2958,2958,Larch,Larix decidua,26.1,59.7,6.3,0.59,1,P9
2960,2960,Beech,Fagus sylvatica,28.4,50.6,9.5,0.67,1,P9
2961,2961,Cypress,Cupressus sempervirens,27.1,55.8,3.1,0.47,1,P9
2962,2962,Oak,Quercus robur,22.6,42.2,4.9,0.7,1,P9
2963,2963,Cherry,Prunus avium,23,47.1,3,0.72,1,P9
2964,2964,Ash,Fraxinus excelsior,38.4,73.2,13.8,0.67,1,P9
2966,2966,Fir,Abies alba,32.2,61.5,5.1,0.42,1,P9
2967,2967,Locust,Robinia pseudoacacia,31.9,55.5,10.8,0.69,1,P9
2969,2969,Yew,Taxus baccata,20.8,41.3,5.7,0.64,1,P9
2970,2970,Larch,Larix decidua,21.5,45.5,3.3,0.59,1,P9
2971,2971,Spruce,Picea abies,29.7,85.3,11.6,0.43,1,P9
2972,2972,Beech,Fagus sylvatica,35.3,41.9,3.3,0.67,1,P9
2973,2973,Hemlock,Tsuga canadensis,33.2,74.2,15.9,0.45,1,P9
2975,2975,Birch,Betula pendula,30.6,56.1,11.9,0.67,1,P9
2976,2976,Hemlock,Tsuga canadensis,24.3,43.9,4.3,0.45,1,P9
2978,2978,Cedar,Cedrus libani,28.4,51.5,3.9,0.56,1,P9
2979,2979,Hemlock,Tsuga canadensis,33.6,58.3,10,0.45,1,P9
2980,2980,Cherry,Prunus avium,36.7,83.7,7.2,0.72,1,P9
2981,2981,Fir,Abies alba,38.4,57.3,12.6,0.42,1,P9
2982,2982,Cypress,Cupressus sempervirens,53.1,98.4,19,0.47,1,P9
2984,2984,Locust,Robinia pseudoacacia,20.3,57.9,6,0.69,1,P9
2985,2985,Redwood,Sequoia sempervirens,21.2,49.5,5.6,0.48,1,P9
2987,2987,Poplar,Populus tremula,21.9,48.5,7.4,0.42,1,P9
2988,2988,Hemlock,Tsuga canadensis,29.9,46.7,6.5,0.45,1,P9
2989,2989,Cedar,Cedrus libani,23.9,52.5,6.7,0.56,1,P9
2990,2990,Larch,Larix decidua,24.4,41.3,3.7,0.59,1,P9
2991,2991,Magnolia,Magnolia grandiflora,29.4,71.4,10.9,0.6,1,P9
2993,2993,Cedar,Cedrus libani,28.6,63.2,6.4,0.56,1,P9
2994,2994,Cedar,Cedrus libani,21.4,56.5,5.8,0.56,1,P9
2996,2996,Spruce,Picea abies,30,64.4,6.5,0.43,1,P9
2997,2997,Oak,Quercus robur,26.7,40.2,5.7,0.7,1,P9
2998,2998,Hemlock,Tsuga canadensis,26.3,44.5,6.9,0.45,1,P9
2999,2999,Hemlock,Tsuga canadensis,28.8,60.3,9.9,0.45,1,P9
3000,3000,Willow,Salix alba,31.8,49.3,6.2,0.47,1,P9
3002,3002,Cherry,Prunus avium,28.7,54.1,6.5,0.72,1,P9
3003,3003,Cedar,Cedrus libani,31.5,55.3,13.4,0.56,1,P9
3005,3005,Walnut,Juglans regia,43.5,90.3,14.5,0.61,1,P9
3006,3006,Walnut,Juglans regia,24.8,43.1,5.2,0.61,1,P9
3007,3007,Yew,Taxus baccata,20.1,70.8,8,0.64,1,P9
3008,3008,Birch,Betula pendula,24.8,41.4,3.4,0.67,1,P9
3009,3009,Ash,Fraxinus excelsior,25.6,44,7.6,0.67,1,P9
3011,3011,Birch,Betula pendula,36.3,63.6,7.7,0.67,1,P9
3012,3012,Locust,Robinia pseudoacacia,20.2,57.1,5.6,0.69,1,P9
3014,3014,Hemlock,Tsuga canadensis,30.3,40.8,10,0.45,1,P9
3015,3015,Beech,Fagus sylvatica,20.4,43.9,5.1,0.67,1,P9
3016,3016,Ash,Fraxinus excelsior,38,63.5,8.2,0.67,1,P9
3017,3017,Cherry,Prunus avium,21.7,55.6,6,0.72,1,P9
3018,3018,Yew,Taxus baccata,35.5,54.4,11.7,0.64,1,P9
3020,3020,Pine,Pinus sylvestris,21.4,56,3.2,0.45,1,P9
3021,3021,Magnolia,Magnolia grandiflora,30.1,57.5,3.5,0.6,1,P9
3023,3023,Birch,Betula pendula,34,77.9,9.8,0.67,1,P9
3024,3024,Fir,Abies alba,22.2,45.3,7.5,0.42,1,P9
3025,3025,Poplar,Populus tremula,43.3,72.2,11.2,0.42,1,P9
3026,3026,Maple,Acer saccharum,28.1,49.2,3.1,0.71,1,P9
3027,3027,Beech,Fagus sylvatica,35.5,70.6,10.1,0.67,1,P9
3029,3029,Cypress,Cupressus sempervirens,28.8,52.1,5.4,0.47,1,P9
3030,3030,Pine,Pinus sylvestris,31.5,50.2,3.5,0.45,1,P9
3032,3032,Cherry,Prunus avium,32.5,63,9.3,0.72,1,P9
3033,3033,Redwood,Sequoia sempervirens,24.6,45.1,7.7,0.48,1,P9
3034,3034,Yew,Taxus baccata,34.4,68.2,10.1,0.64,1,P9
3035,3035,Willow,Salix alba,27.6,50.3,6.3,0.47,1,P9
3036,3036,Maple,Acer saccharum,24.8,45.5,7.2,0.71,1,P9
3038,3038,Fir,Abies alba,23.7,58.8,5.1,0.42,1,P9
3039,3039,Birch,Betula pendula,36.5,52,6,0.67,1,P9
3041,3041,Yew,Taxus baccata,27.8,56.5,3.2,0.64,1,P9
3042,3042,Redwood,Sequoia sempervirens,26.7,42.8,4.6,0.48,1,P9
3043,3043,Magnolia,Magnolia grandiflora,31.6,51.6,3.2,0.6,1,P9
3044,3044,Yew,Taxus baccata,32.9,70.1,5.6,0.64,1,P9
3045,3045,Magnolia,Magnolia grandiflora,27.6,51,7.1,0.6,1,P9
3047,3047,Poplar,Populus tremula,21.5,65.7,3.6,0.42,1,P10
3048,3048,Cherry,Prunus avium,24.7,40.6,5,0.72,1,P10
3050,3050,Fir,Abies alba,47.4,64.5,13.1,0.42,1,P10
3051,3051,Poplar,Populus tremula,28.1,43.1,8.6,0.42,1,P10
3052,3052,Maple,Acer saccharum,30.8,65,5.3,0.71,1,P10
3053,3053,Cedar,Cedrus libani,20.5,56.7,5.2,0.56,1,P10
3054,3054,Ash,Fraxinus excelsior,32.9,71.8,8.9,0.67,1,P10
3056,3056,Cherry,Prunus avium,21,48.8,3.6,0.72,1,P10
3057,3057,Redwood,Sequoia sempervirens,26.5,43.3,8.2,0.48,1,P10
3059,3059,Cypress,Cupressus sempervirens,34.1,78.8,7.1,0.47,1,P10
3060,3060,Larch,Larix decidua,20.1,45.3,8.7,0.59,1,P10
3061,3061,Fir,Abies alba,25,46.6,4,0.42,1,P10
3062,3062,Locust,Robinia pseudoacacia,33.2,80,16,0.69,1,P10
3063,3063,Fir,Abies alba,25.4,47.7,3.4,0.42,1,P10
3065,3065,Oak,Quercus robur,42.6,74,14,0.7,1,P10
3066,3066,Yew,Taxus baccata,40.9,98.8,18.2,0.64,1,P10
3068,3068,Beech,Fagus sylvatica,31.3,68.2,4.1,0.67,1,P10
3069,3069,Ash,Fraxinus excelsior,25,67.2,3.9,0.67,1,P10
3070,3070,Pine,Pinus sylvestris,25.3,43.8,4.7,0.45,1,P10
3071,3071,Fir,Abies alba,31.3,41.3,6.7,0.42,1,P10
3072,3072,Cypress,Cupressus sempervirens,32.2,69.9,4.6,0.47,1,P10
3074,3074,Locust,Robinia pseudoacacia,29.9,43.9,6.6,0.69,1,P10
3075,3075,Birch,Betula pendula,26.9,46.2,6.6,0.67,1,P10
3077,3077,Walnut,Juglans regia,28.7,50.9,4.1,0.61,1,P10
3078,3078,Birch,Betula pendula,21,65.3,4.3,0.67,1,P10
3079,3079,Maple,Acer saccharum,20.3,51.1,4.3,0.71,1,P10
3080,3080,Ash,Fraxinus excelsior,25.7,41.6,3.9,0.67,1,P10
3081,3081,Beech,Fagus sylvatica,30.6,65.2,10.4,0.67,1,P10
3083,3083,Yew,Taxus baccata,20.9,41.6,5.1,0.64,1,P10
3084,3084,Magnolia,Magnolia grandiflora,22.3,67.3,6.8,0.6,1,P10
3086,3086,Larch,Larix decidua,33.7,65.1,4.8,0.59,1,P10
3087,3087,Cedar,Cedrus libani,28.3,51.3,10.1,0.56,1,P10
3088,3088,Walnut,Juglans regia,24.3,44.4,6.6,0.61,1,P10
3089,3089,Yew,Taxus baccata,38.4,59.5,12.4,0.64,1,P10
3090,3090,Cypress,Cupressus sempervirens,27.8,50.8,6.4,0.47,1,P10
3092,3092,Pine,Pinus sylvestris,21.8,43.5,6.3,0.45,1,P10
3093,3093,Oak,Quercus robur,31.2,79.9,11.8,0.7,1,P10
3095,3095,Fir,Abies alba,32.6,69.1,6,0.42,1,P10
